,nation,player_name,team,url
8018,Ghana,Thomas Agyepong,NAC Breda,https://www.fifaindex.com/player/229968/thomas-agyepong/
8019,England,Myles Kenlock,Ipswich,https://www.fifaindex.com/player/229911/myles-kenlock/
8020,Ghana,Emmanuel Hackman,Portim?o,https://www.fifaindex.com/player/229890/emmanuel-hackman/
8021,Spain,Borja Domingo,Levante UD,https://www.fifaindex.com/player/229864/borja-domingo/
8022,France,Jordan Leborgne,SM Caen,https://www.fifaindex.com/player/229849/jordan-leborgne/
8023,Germany,Emanuel Taffertshofer,W?rzburger Kickers,https://www.fifaindex.com/player/229803/emanuel-taffertshofer/
8024,Ivory Coast,Jean Luc Assoubre,Gimn?stic,https://www.fifaindex.com/player/229790/jean-luc-assoubre/
8025,France,J?r?my Vachoux,RC Lens,https://www.fifaindex.com/player/229704/j%C3%A9r%C3%A9my-vachoux/
8026,Colombia,Nicol?s Benedetti,Deportivo Cali,https://www.fifaindex.com/player/229699/nicol%C3%A1s-benedetti/
8027,Korea Republic,Moon Seon Min,Incheon United,https://www.fifaindex.com/player/229694/moon-seon-min/
8028,Slovakia,Martin Pola?ek,Zag©©?bie Lubin,https://www.fifaindex.com/player/229662/martin-pola%C4%8Dek/
8029,Ivory Coast,Mamadou Bagayoko,Free Agents,https://www.fifaindex.com/player/229641/mamadou-bagayoko/
8030,Spain,Fali,FC Barcelona B,https://www.fifaindex.com/player/229628/fali/
8031,Switzerland,Simone Rapp,FC Thun,https://www.fifaindex.com/player/229625/simone-rapp/
8032,Montenegro,Vladimir Rodi?,Randers FC,https://www.fifaindex.com/player/229620/vladimir-rodi%C4%87/
8033,Benin,David Kiki,Stade Brestois,https://www.fifaindex.com/player/229543/david-kiki/
8034,Spain,Toni Villa,Real Valladolid,https://www.fifaindex.com/player/229517/toni-villa/
8035,Portugal,Vasco Costa,V. Set?bal,https://www.fifaindex.com/player/229474/vasco-costa/
8036,Italy,Lorenzo Dickmann,Novara,https://www.fifaindex.com/player/229456/lorenzo-dickmann/
8037,Netherlands,Michel Vlap,SC Heerenveen,https://www.fifaindex.com/player/229435/michel-vlap/
8038,Germany,Nico Hammann,1. FC Magdeburg,https://www.fifaindex.com/player/229384/nico-hammann/
8039,Colombia,Pablo Rojas,Jaguares,https://www.fifaindex.com/player/229381/pablo-rojas/
8040,Brazil,Alan Schons,Moreirense,https://www.fifaindex.com/player/229248/alan-schons/
8041,Serbia,Darko Lazi?,Aytemiz Alanyaspor,https://www.fifaindex.com/player/229205/darko-lazi%C4%87/
8042,Trinidad & Tobago,Levi Garc?a,AZ,https://www.fifaindex.com/player/229153/levi-garc%C3%ADa/
8043,France,Fabien Antunes,Sint-Truiden,https://www.fifaindex.com/player/229138/fabien-antunes/
8044,Russia,Stanislav Iljutcenko,MSV Duisburg,https://www.fifaindex.com/player/228861/stanislav-iljutcenko/
8045,Belgium,Alexis De Sart,Sint-Truiden,https://www.fifaindex.com/player/228804/alexis-de-sart/
8046,Argentina,Brian Mansilla,Racing Club,https://www.fifaindex.com/player/228711/brian-mansilla/
8047,Netherlands,Patrick Joosten,FC Utrecht,https://www.fifaindex.com/player/228568/patrick-joosten/
8048,Norway,Rafik Zekhnini,Fiorentina,https://www.fifaindex.com/player/228519/rafik-zekhnini/
8049,Morocco,Fay?al Rherras,KV Mechelen,https://www.fifaindex.com/player/228348/fay%C3%A7al-rherras/
8050,Finland,Valtteri Moren,Waasl. Beveren,https://www.fifaindex.com/player/228261/valtteri-moren/
8051,Spain,Jorge Pombo,Real Zaragoza,https://www.fifaindex.com/player/228144/jorge-pombo/
8052,Netherlands,Kenneth Paal,PSV,https://www.fifaindex.com/player/228120/kenneth-paal/
8053,Senegal,Dominique Badji,Colorado Rapids,https://www.fifaindex.com/player/227998/dominique-badji/
8054,Colombia,Luciano Ospina,Al. Petrolera,https://www.fifaindex.com/player/227919/luciano-ospina/
8055,Canada,Manjrekar James,Free Agents,https://www.fifaindex.com/player/227847/manjrekar-james/
8056,FYR Macedonia,Nikola Gjorgjev,FC Twente,https://www.fifaindex.com/player/227693/nikola-gjorgjev/
8057,Uruguay,Salvador Ichazo,Torino,https://www.fifaindex.com/player/227668/salvador-ichazo/
8058,Germany,Maximilian Mittelst?dt,Hertha BSC,https://www.fifaindex.com/player/227647/maximilian-mittelst%C3%A4dt/
8059,Netherlands,Henk Veerman,SC Heerenveen,https://www.fifaindex.com/player/227537/henk-veerman/
8060,Germany,Michael Zetterer,Werder Bremen,https://www.fifaindex.com/player/227370/michael-zetterer/
8061,Austria,Konstantin Kerschbaumer,Arminia Bielefeld,https://www.fifaindex.com/player/227235/konstantin-kerschbaumer/
8062,Colombia,Miguel Medina,Cortulu?,https://www.fifaindex.com/player/227161/miguel-medina/
8063,Colombia,Cristian Borja,Cortulu?,https://www.fifaindex.com/player/227153/cristian-borja/
8064,Spain,Pape Cheikh Diop,Olym. Lyonnais,https://www.fifaindex.com/player/226773/pape-cheikh-diop/
8065,Netherlands,Nick Kuipers,ADO Den Haag,https://www.fifaindex.com/player/226767/nick-kuipers/
8066,Colombia,Leonardo Salda?a,Al. Petrolera,https://www.fifaindex.com/player/226723/leonardo-salda%C3%B1a/
8067,Colombia,Diego Valoyes,La Equidad,https://www.fifaindex.com/player/226604/diego-valoyes/
8068,Argentina,Ezequiel Garr?,Parque Patricios,https://www.fifaindex.com/player/226545/ezequiel-garr%C3%A9/
8069,Estonia,Karol Mets,NAC Breda,https://www.fifaindex.com/player/226506/karol-mets/
8070,South Africa,Thamsanqa Sangweni,Orlando Pirates,https://www.fifaindex.com/player/226499/thamsanqa-sangweni/
8071,Turkey,Halil ?brahim Pehlivan,Gen?lerbirli?i,https://www.fifaindex.com/player/226442/halil-ibrahim-pehlivan/
8072,Uruguay,Rafael Garc?a,Atl?tico Tucum?n,https://www.fifaindex.com/player/226434/rafael-garc%C3%ADa/
8073,Portugal,Leonardo Da Silva Lopes,Peterborough,https://www.fifaindex.com/player/226431/leonardo-da-silva-lopes/
8074,Ghana,Moses Odjer,Salerno,https://www.fifaindex.com/player/226249/moses-odjer/
8075,Egypt,Ali Gabr,Free Agents,https://www.fifaindex.com/player/226077/ali-gabr/
8076,Russia,Anatoliy Katrich,Dinamo Moscow,https://www.fifaindex.com/player/226029/anatoliy-katrich/
8077,Germany,Boubacar Barry,Werder Bremen II,https://www.fifaindex.com/player/225864/boubacar-barry/
8078,England,Chris Willock,SL Benfica,https://www.fifaindex.com/player/225785/chris-willock/
8079,Brazil,Cesinha,Daegu FC,https://www.fifaindex.com/player/225733/cesinha/
8080,Morocco,Anuar,Real Valladolid,https://www.fifaindex.com/player/225699/anuar/
8081,Ghana,Kasim Adams Nuhu,BSC Young Boys,https://www.fifaindex.com/player/225673/kasim-adams-nuhu/
8082,United States,Miguel Ibarra,Minnesota United FC,https://www.fifaindex.com/player/225664/miguel-ibarra/
8083,Spain,Eneko Capilla,Real Sociedad,https://www.fifaindex.com/player/225567/eneko-capilla/
8084,Ivory Coast,Chris Bedia,Sp. Charleroi,https://www.fifaindex.com/player/225533/chris-bedia/
8085,Belgium,Dario Van den Buijs,Heracles Almelo,https://www.fifaindex.com/player/225531/dario-van-den-buijs/
8086,Colombia,Jhon Steven Mondrag?n,Puebla,https://www.fifaindex.com/player/225505/jhon-steven-mondrag%C3%B3n/
8087,Russia,Timur Zhamaletdinov,CSKA Moscow,https://www.fifaindex.com/player/225482/timur-zhamaletdinov/
8088,Spain,Sergio Gil,CD Lugo,https://www.fifaindex.com/player/225261/sergio-gil/
8089,Liberia,William Jebor,Al Nassr,https://www.fifaindex.com/player/225256/william-jebor/
8090,France,Abdelrafik G?rard,RC Lens,https://www.fifaindex.com/player/225172/abdelrafik-g%C3%A9rard/
8091,South Africa,Sibusiso Khumalo,Kaizer Chiefs,https://www.fifaindex.com/player/225140/sibusiso-khumalo/
8092,Spain,Borja Fern?ndez,CF Reus Deportiu,https://www.fifaindex.com/player/225009/borja-fern%C3%A1ndez/
8093,Italy,Ivan Provedel,Empoli,https://www.fifaindex.com/player/224987/ivan-provedel/
8094,Brazil,Mailson,Jeju United,https://www.fifaindex.com/player/224791/mailson/
8095,Turkey,Hakan ?inemre,G?ztepe,https://www.fifaindex.com/player/224774/hakan-%C3%A7inemre/
8096,Turkey,Tayfur Bing?l,G?ztepe,https://www.fifaindex.com/player/224724/tayfur-bing%C3%B6l/
8097,China PR,He Guan,Free Agents,https://www.fifaindex.com/player/224633/he-guan/
8098,China PR,Wang Shenchao,Free Agents,https://www.fifaindex.com/player/224604/wang-shenchao/
8099,Canada,Anthony Jackson-Hamel,Montreal Impact,https://www.fifaindex.com/player/224570/anthony-jackson-hamel/
8100,Argentina,Esteban Burgos,AD Alcorc?n,https://www.fifaindex.com/player/224524/esteban-burgos/
8101,Italy,Leonardo Mancuso,Pescara,https://www.fifaindex.com/player/224508/leonardo-mancuso/
8102,Germany,Maximilian Wittek,Greuther F?rth,https://www.fifaindex.com/player/224423/maximilian-wittek/
8103,Colombia,Yeimar G?mez Andrade,Uni?n,https://www.fifaindex.com/player/224396/yeimar-g%C3%B3mez-andrade/
8104,Italy,Mattia Bani,Chievo Verona,https://www.fifaindex.com/player/224378/mattia-bani/
8105,Argentina,Mauricio Carrasco,Patronato,https://www.fifaindex.com/player/224329/mauricio-carrasco/
8106,Uruguay,Javier Cabrera,Argentinos Jrs.,https://www.fifaindex.com/player/224317/javier-cabrera/
8107,Italy,Roberto Crivello,Frosinone,https://www.fifaindex.com/player/224316/roberto-crivello/
8108,Italy,Luca Paganini,Frosinone,https://www.fifaindex.com/player/224315/luca-paganini/
8109,Italy,Mirko Gori,Frosinone,https://www.fifaindex.com/player/224314/mirko-gori/
8110,Australia,Alex Gersbach,Rosenborg BK,https://www.fifaindex.com/player/224297/alex-gersbach/
8111,England,Joe Williams,Barnsley,https://www.fifaindex.com/player/224265/joe-williams/
8112,England,Jonjoe Kenny,Everton,https://www.fifaindex.com/player/224263/jonjoe-kenny/
8113,Norway,Kristoffer Ajer,Celtic,https://www.fifaindex.com/player/224258/kristoffer-ajer/
8114,Netherlands,Robin van der Meer,FC Utrecht,https://www.fifaindex.com/player/224217/robin-van-der-meer/
8115,Mexico,Javier Salas,Atlas,https://www.fifaindex.com/player/224150/javier-salas/
8116,Croatia,Robert Muri?,SC Braga,https://www.fifaindex.com/player/224148/robert-muri%C4%87/
8117,Spain,Diego Aguirre,Rayo Vallecano,https://www.fifaindex.com/player/224144/diego-aguirre/
8118,Spain,Pedro Chirivella,Willem II,https://www.fifaindex.com/player/224019/pedro-chirivella/
8119,Spain,Sergi Can?s,Brentford,https://www.fifaindex.com/player/224013/sergi-can%C3%B3s/
8120,Spain,Jos? Suarez,Girona CF,https://www.fifaindex.com/player/224010/jos%C3%A9-suarez/
8121,Spain,Paolo Fernandes,NAC Breda,https://www.fifaindex.com/player/223979/paolo-fernandes/
8122,England,Darnell Furlong,QPR,https://www.fifaindex.com/player/223877/darnell-furlong/
8123,Netherlands,Sheraldo Becker,ADO Den Haag,https://www.fifaindex.com/player/223790/sheraldo-becker/
8124,Ukraine,Vladlen Yurchenko,Bayer 04,https://www.fifaindex.com/player/223759/vladlen-yurchenko/
8125,Spain,Luis Ruiz,CD Lugo,https://www.fifaindex.com/player/223607/luis-ruiz/
8126,Argentina,Javier Correa,Godoy Cruz,https://www.fifaindex.com/player/223593/javier-correa/
8127,France,Junior Sambia,Montpellier HSC,https://www.fifaindex.com/player/223570/junior-sambia/
8128,Argentina,Emanuel Cecchini,M?laga CF,https://www.fifaindex.com/player/223498/emanuel-cecchini/
8129,Russia,Reziuan Mirzov,FC Tosno,https://www.fifaindex.com/player/223458/reziuan-mirzov/
8130,France,Thomas Renault,US Orl?ans,https://www.fifaindex.com/player/223438/thomas-renault/
8131,Cameroon,Wilfrid Kaptoum,FC Barcelona B,https://www.fifaindex.com/player/223357/wilfrid-kaptoum/
8132,Brazil,Wellington,Portim?o,https://www.fifaindex.com/player/223345/wellington/
8133,France,Pablo Martinez,RC Strasbourg,https://www.fifaindex.com/player/223284/pablo-martinez/
8134,Austria,Kevin Friesenbichler,Austria Wien,https://www.fifaindex.com/player/223214/kevin-friesenbichler/
8135,Switzerland,Ulisses Garcia,Werder Bremen,https://www.fifaindex.com/player/223143/ulisses-garcia/
8136,Turkey,Mustafa Akba?,Trabzonspor,https://www.fifaindex.com/player/223135/mustafa-akba%C5%9F/
8137,Cape Verde,Jeffry Fortes,Excelsior,https://www.fifaindex.com/player/223117/jeffry-fortes/
8138,Turkey,Eren Tozlu,Yeni Malatyaspor,https://www.fifaindex.com/player/223114/eren-tozlu/
8139,Poland,Krzysztof Pi?tek,Cracovia,https://www.fifaindex.com/player/223113/krzysztof-pi%C4%85tek/
8140,Croatia,Oliver Zelenika,Lechia Gda?sk,https://www.fifaindex.com/player/223032/oliver-zelenika/
8141,Turkey,Ayta? Kara,Yeni Malatyaspor,https://www.fifaindex.com/player/223030/ayta%C3%A7-kara/
8142,France,J?r?me Hergault,AC Ajaccio,https://www.fifaindex.com/player/222969/j%C3%A9r%C3%B4me-hergault/
8143,Belgium,Joris Kayembe,FC Nantes,https://www.fifaindex.com/player/222875/joris-kayembe/
8144,Korea Republic,Jung Woo Jae,Daegu FC,https://www.fifaindex.com/player/222798/jung-woo-jae/
8145,Chile,Yerko Leiva,Uni. de Chile,https://www.fifaindex.com/player/222497/yerko-leiva/
8146,Germany,Daniel Mesenh?ler,Union Berlin,https://www.fifaindex.com/player/222484/daniel-mesenh%C3%B6ler/
8147,Morocco,Younes Bnou-Marzouk,FC Lugano,https://www.fifaindex.com/player/222394/younes-bnou-marzouk/
8148,Colombia,Jhon Cano,La Equidad,https://www.fifaindex.com/player/222393/jhon-cano/
8149,Guinea Bissau,Piqueti,Mar?timo,https://www.fifaindex.com/player/222364/piqueti/
8150,United States,Tommy Redding,Orlando City,https://www.fifaindex.com/player/222338/tommy-redding/
8151,England,Teddy Bishop,Ipswich,https://www.fifaindex.com/player/222256/teddy-bishop/
8152,United States,Jared Watts,Colorado Rapids,https://www.fifaindex.com/player/222027/jared-watts/
8153,Colombia,F?ber Ca?averal,Once Caldas,https://www.fifaindex.com/player/221984/f%C3%A1ber-ca%C3%B1averal/
8154,Switzerland,Musa Araz,Konyaspor,https://www.fifaindex.com/player/221926/musa-araz/
8155,Brazil,Rafael Amorim,Tondela,https://www.fifaindex.com/player/221911/rafael-amorim/
8156,England,Adam Armstrong,Bolton,https://www.fifaindex.com/player/221841/adam-armstrong/
8157,Brazil,Wescley,Vissel Kobe,https://www.fifaindex.com/player/221794/wescley/
8158,Poland,Rafa©© Kurzawa,G?rnik Zabrze,https://www.fifaindex.com/player/221791/rafa%C5%82-kurzawa/
8159,Korea Republic,Gwon Wan Gyu,Pohang Steelers,https://www.fifaindex.com/player/221789/gwon-wan-gyu/
8160,United States,Chris Duvall,Montreal Impact,https://www.fifaindex.com/player/221711/chris-duvall/
8161,Argentina,Guido Vadal?,Boca Juniors,https://www.fifaindex.com/player/221661/guido-vadal%C3%A1/
8162,Canada,Tesho Akindele,FC Dallas,https://www.fifaindex.com/player/221657/tesho-akindele/
8163,Korea Republic,Kim Yong Hwan,Incheon United,https://www.fifaindex.com/player/221647/kim-yong-hwan/
8164,Argentina,Hern?n Hechalar,Atl?tico Tucum?n,https://www.fifaindex.com/player/221627/hern%C3%A1n-hechalar/
8165,United States,Patrick Mullins,D.C. United,https://www.fifaindex.com/player/221625/patrick-mullins/
8166,Colombia,Dairin Gonz?lez,La Equidad,https://www.fifaindex.com/player/221580/dairin-gonz%C3%A1lez/
8167,Spain,Carrillo,C?diz C.F.,https://www.fifaindex.com/player/221539/carrillo/
8168,Brazil,Wander,Al Raed,https://www.fifaindex.com/player/221462/wander/
8169,Japan,Kazuki Nagasawa,Urawa Diamonds,https://www.fifaindex.com/player/221425/kazuki-nagasawa/
8170,Chile,Rodrigo Echeverr?a,Uni. de Chile,https://www.fifaindex.com/player/221413/rodrigo-echeverr%C3%ADa/
8171,France,Thierry Ambrose,NAC Breda,https://www.fifaindex.com/player/221350/thierry-ambrose/
8172,France,Jonathan Gradit,Tours FC,https://www.fifaindex.com/player/221284/jonathan-gradit/
8173,Spain,Sebas Coris,CA Osasuna,https://www.fifaindex.com/player/221179/sebas-coris/
8174,Spain,Dani Romera,C?diz C.F.,https://www.fifaindex.com/player/221095/dani-romera/
8175,Argentina,Mat?as P?rez Acu?a,V?lez Sarsfield,https://www.fifaindex.com/player/220937/mat%C3%ADas-p%C3%A9rez-acu%C3%B1a/
8176,Colombia,Carlos Rivas,Orlando City,https://www.fifaindex.com/player/220934/carlos-rivas/
8177,Germany,Malcolm Cacutalua,Erzgebirge Aue,https://www.fifaindex.com/player/220878/malcolm-cacutalua/
8178,Scotland,Greg Kiltie,Kilmarnock,https://www.fifaindex.com/player/220872/greg-kiltie/
8179,Denmark,Philip Billing,Huddersfield,https://www.fifaindex.com/player/220714/philip-billing/
8180,Sweden,Adam Lundqvist,IF Elfsborg,https://www.fifaindex.com/player/220600/adam-lundqvist/
8181,Belgium,Jorn Brondeel,FC Twente,https://www.fifaindex.com/player/220593/jorn-brondeel/
8182,Germany,Julian von Haacke,SV Darmstadt,https://www.fifaindex.com/player/220558/julian-von-haacke/
8183,Spain,Isaac Carcel?n,Cultural Leonesa,https://www.fifaindex.com/player/220348/isaac-carcel%C3%A9n/
8184,Wales,David Brooks,Sheffield Utd,https://www.fifaindex.com/player/220196/david-brooks/
8185,Spain,Marcelo Djal?,Fulham,https://www.fifaindex.com/player/220191/marcelo-djal%C3%B3/
8186,Senegal,Yves Baraye,Parma,https://www.fifaindex.com/player/220152/yves-baraye/
8187,Slovakia,Samuel ?tef?nik,Termalica,https://www.fifaindex.com/player/220143/samuel-%C5%A1tef%C3%A1nik/
8188,Spain,Campins,CF Reus Deportiu,https://www.fifaindex.com/player/220122/campins/
8189,Uruguay,C?sar Falletti,Bologna,https://www.fifaindex.com/player/220084/c%C3%A9sar-falletti/
8190,Saudi Arabia,Mohamed Kanno,Al Hilal,https://www.fifaindex.com/player/220075/mohamed-kanno/
8191,Uruguay,Diego Poyet,Godoy Cruz,https://www.fifaindex.com/player/220059/diego-poyet/
8192,Italy,Luca Nizzetto,Brisigonza,https://www.fifaindex.com/player/220054/luca-nizzetto/
8193,England,Connor Mahoney,Bournemouth,https://www.fifaindex.com/player/220045/connor-mahoney/
8194,Canada,Sam Adekugbe,IFK G?teborg,https://www.fifaindex.com/player/220028/sam-adekugbe/
8195,Italy,Mattia Aramu,Brisigonza,https://www.fifaindex.com/player/219984/mattia-aramu/
8196,Russia,Magomed Musalov,Anzhi Makhachkala,https://www.fifaindex.com/player/219962/magomed-musalov/
8197,Scotland,Jason Cummings,Nott'm Forest,https://www.fifaindex.com/player/219948/jason-cummings/
8198,Portugal,Claude Gon?alves,Tondela,https://www.fifaindex.com/player/219780/claude-gon%C3%A7alves/
8199,Italy,Salvatore Molina,Avellino,https://www.fifaindex.com/player/219759/salvatore-molina/
8200,Serbia,Filip Markovi?,RC Lens,https://www.fifaindex.com/player/219756/filip-markovi%C4%87/
8201,Saudi Arabia,Sultan Al Duayyi,Al Faisaly,https://www.fifaindex.com/player/219743/sultan-al-duayyi/
8202,Colombia,Yony Gonz?lez,Junior,https://www.fifaindex.com/player/219717/yony-gonz%C3%A1lez/
8203,Argentina,Marcos Mauro L?pez,C?diz C.F.,https://www.fifaindex.com/player/219688/marcos-mauro-l%C3%B3pez/
8204,Austria,Mario Pavelic,SK Rapid Wien,https://www.fifaindex.com/player/219640/mario-pavelic/
8205,France,Moussa Sao,FC Sochaux,https://www.fifaindex.com/player/219604/moussa-sao/
8206,Colombia,Jes?s Murillo,Patriotas,https://www.fifaindex.com/player/219546/jes%C3%BAs-murillo/
8207,Argentina,Pablo Becker,Rosario Central,https://www.fifaindex.com/player/219518/pablo-becker/
8208,Ivory Coast,Sylvain Gbohouo,Free Agents,https://www.fifaindex.com/player/218971/sylvain-gbohouo/
8209,Uruguay,Santiago Romero,Rosario Central,https://www.fifaindex.com/player/218894/santiago-romero/
8210,Colombia,Alexis Zapata,Millonarios,https://www.fifaindex.com/player/218743/alexis-zapata/
8211,Spain,Asdr?bal,Central Coast,https://www.fifaindex.com/player/218662/asdr%C3%BAbal/
8212,England,Josh Sims,Southampton,https://www.fifaindex.com/player/218660/josh-sims/
8213,Colombia,Eliser Qui?ones,Millonarios,https://www.fifaindex.com/player/218464/eliser-qui%C3%B1ones/
8214,Belarus,Syarhey Balanovich,Amkar Perm,https://www.fifaindex.com/player/218253/syarhey-balanovich/
8215,Morocco,Mohamed Abarhoun,Moreirense,https://www.fifaindex.com/player/218050/mohamed-abarhoun/
8216,Denmark,Andrew Hjulsager,Celta Vigo,https://www.fifaindex.com/player/217845/andrew-hjulsager/
8217,Austria,Stipe Vu?ur,Kaiserslautern,https://www.fifaindex.com/player/217787/stipe-vu%C4%8Dur/
8218,Northern Ireland,Conor Washington,QPR,https://www.fifaindex.com/player/217758/conor-washington/
8219,Italy,Leonardo Gatto,Salerno,https://www.fifaindex.com/player/217729/leonardo-gatto/
8220,Japan,Junya Tanaka,Vissel Kobe,https://www.fifaindex.com/player/217647/junya-tanaka/
8221,Senegal,Abdoulaye Seck,Sandefjord,https://www.fifaindex.com/player/217620/abdoulaye-seck/
8222,Argentina,Lautaro Rinaldi,Brescia,https://www.fifaindex.com/player/217202/lautaro-rinaldi/
